id,operating_profit,cost_of_goods_sold,total_salary,operating_expenses,rent_expense,other_expenses,operating_profit_ratio,cogs_ratio,salary_ratio,rent_ratio,operating_expense_ratio,cash_payment_ratio_detail,card_payment_ratio_detail,other_payment_ratio,weighted_avg_cash_period,cashflow_cv,avg_account_balance,min_balance_maintenance_ratio,excessive_withdrawal_frequency,rent_payment_compliance_rate,utility_payment_compliance_rate,salary_payment_regularity,tax_payment_integrity,created_at
112,4677722.02,1504708.96,827742.54,5636096.50,607377.45,4200976.51,76.63,24.65,13.56,9.95,92.33,42.91,56.52,0.57,1.44,0.2182,10698277.00,63.45,3.2,49.15,83.55,73.94,79.20,2025-09-10 19:52:45
113,2502483.47,4580392.18,1636039.64,3957797.81,1572915.49,748842.68,28.94,52.97,18.92,18.19,45.77,48.84,55.31,-4.15,1.18,0.4064,7787168.00,78.52,0.0,45.65,84.87,79.59,100.00,2025-09-10 19:52:45
114,4138397.33,7453432.45,1746946.41,13405076.90,1614345.01,10043785.48,26.84,48.34,11.33,10.47,86.94,45.28,55.60,-0.88,1.35,0.8610,16525186.00,75.38,3.2,79.47,70.56,77.62,100.00,2025-09-10 19:52:45
115,4814761.80,10687971.48,4050327.22,15702662.33,1836995.10,9815340.01,20.47,45.44,17.22,7.81,66.76,55.98,25.55,18.47,1.56,0.5638,25680663.00,44.95,1.7,60.18,100.00,30.97,76.29,2025-09-10 19:52:45
116,7633375.75,11187703.97,4376675.21,16145871.41,2783592.96,8985603.24,44.37,65.03,25.44,16.18,93.85,58.26,41.90,-0.16,1.04,0.1000,14746099.00,90.74,1.5,53.65,33.26,98.99,92.45,2025-09-10 19:52:45
117,398500.00,2817000.00,250000.00,3745000.00,623500.00,2871500.00,7.97,56.34,5.00,12.47,74.90,54.63,46.08,-0.71,1.12,0.7958,12882710.00,95.00,0.0,47.37,77.72,27.78,69.59,2025-09-10 19:52:45
118,3126024.78,3046439.01,1958331.88,12394505.60,1544746.80,8891426.92,23.96,23.35,15.01,11.84,95.00,45.57,30.78,23.65,1.95,0.9471,9419551.00,55.90,0.0,71.84,100.00,41.07,100.00,2025-09-10 19:52:45
119,6718771.49,4153422.37,3371173.06,8980865.05,1283746.13,4325945.86,62.70,38.76,31.46,11.98,83.81,53.04,42.86,4.10,1.28,0.1189,6808463.00,79.90,4.4,53.26,97.64,49.02,57.50,2025-09-10 19:52:45
120,4621750.35,4410945.66,569742.40,8394584.52,909308.87,6915533.25,40.56,38.71,5.00,7.98,73.67,55.90,46.51,-2.41,1.04,0.2116,3545516.00,67.89,1.3,81.80,74.61,71.19,100.00,2025-09-10 19:52:45
121,2518484.94,5536652.80,1834016.24,3535844.89,703846.99,997981.66,36.39,80.00,26.50,10.17,51.09,48.85,53.02,-1.87,1.23,0.6904,4021847.00,77.85,0.5,78.69,39.54,42.17,100.00,2025-09-10 19:52:45
122,2013256.32,6064751.62,795137.18,8183968.80,1163846.51,6224985.11,23.37,70.40,9.23,13.51,95.00,48.22,51.33,0.45,1.31,0.3400,9306943.00,51.29,2.3,78.70,100.00,53.62,100.00,2025-09-10 19:52:45
123,1133698.73,2892662.61,1968827.95,6820582.55,216354.72,4635399.88,10.48,26.74,18.20,2.00,63.05,49.31,52.99,-2.30,1.21,0.7792,2897762.00,60.15,1.9,71.51,21.55,66.62,100.00,2025-09-10 19:52:45
124,3819806.34,2605555.34,1031216.12,8376537.41,458185.35,6887135.94,31.93,21.78,8.62,3.83,70.02,54.90,38.73,6.37,1.29,0.6617,8700803.00,72.94,6.3,37.93,76.00,56.09,65.11,2025-09-10 19:52:45
125,2221929.78,2668586.87,2413714.74,5311938.87,320482.77,2577741.36,17.61,21.15,19.13,2.54,42.10,47.25,52.12,0.63,1.33,0.5220,7656774.00,64.74,1.1,81.81,69.58,79.69,95.95,2025-09-10 19:52:45
126,1733500.00,1000000.00,1089500.00,4266000.00,572500.00,2604000.00,34.67,20.00,21.79,11.45,85.32,43.93,56.43,-0.36,1.39,0.9031,1402485.00,45.16,4.1,100.00,100.00,93.93,100.00,2025-09-10 19:52:45
127,8217676.22,8433629.49,2472010.51,12831223.29,1267907.44,9091305.34,50.23,51.55,15.11,7.75,78.43,49.41,45.49,5.10,1.39,0.1000,9678857.00,26.33,0.0,75.19,57.77,48.17,78.39,2025-09-10 19:52:45
128,1196730.84,4243726.40,1060931.60,18479306.61,2268271.76,15150103.25,5.64,20.00,5.00,10.69,87.09,49.04,49.42,1.54,1.31,1.1525,23967484.00,10.00,0.0,47.30,100.00,56.37,100.00,2025-09-10 19:52:45
129,1242500.00,1000000.00,949500.00,3211500.00,562500.00,1699500.00,24.85,20.00,18.99,11.25,64.23,56.15,31.84,12.01,1.40,1.1007,7137505.00,95.00,3.7,84.05,64.99,88.98,97.63,2025-09-10 19:52:45
130,938892.93,2674422.28,2329723.82,6903817.57,218856.16,4355237.59,8.58,24.44,21.29,2.00,63.09,56.66,43.58,-0.24,1.08,0.8563,8289161.00,47.28,1.2,100.00,70.82,38.70,77.12,2025-09-10 19:52:45
131,4085345.72,5022207.01,1835302.41,8236695.34,923069.43,5478323.50,41.47,50.98,18.63,9.37,83.61,49.90,29.76,20.34,1.76,0.2325,2719326.00,70.65,0.0,100.00,100.00,57.01,78.22,2025-09-10 19:52:45
132,2457650.44,7450955.45,779001.34,7712009.31,1030694.70,5902313.27,23.63,71.64,7.49,9.91,74.15,52.02,50.20,-2.22,1.14,0.6674,4912889.00,76.20,0.1,88.09,15.00,100.00,72.07,2025-09-10 19:52:45
133,1522367.19,1180587.20,1547749.82,5395283.50,771513.74,3076019.94,25.79,20.00,26.22,13.07,91.40,52.21,53.89,-6.10,1.04,0.7402,5478402.00,73.62,4.3,100.00,100.00,78.08,85.05,2025-09-10 19:52:45
134,1891037.32,6501389.68,2252881.66,6554527.66,339914.38,3961731.62,22.42,77.08,26.71,4.03,77.71,54.41,45.69,-0.10,1.14,0.2380,4374800.00,70.71,0.4,80.44,100.00,75.84,71.95,2025-09-10 19:52:45
135,5215519.21,8577808.24,2651253.78,11444641.86,1911852.76,6881535.32,27.58,45.36,14.02,10.11,60.52,38.76,46.31,14.93,1.90,0.8360,7533669.00,11.86,7.6,94.66,46.83,64.80,80.80,2025-09-10 19:52:45
136,2336058.97,8967596.80,1962782.75,10649021.20,1146731.44,7539507.01,20.84,80.00,17.51,10.23,95.00,45.61,51.56,2.83,1.43,0.4983,14731187.00,60.58,0.0,77.72,77.88,100.00,79.82,2025-09-10 19:52:45
137,1233871.41,3365458.36,1042785.13,6381501.81,586517.89,4752198.79,15.82,43.15,13.37,7.52,81.82,41.56,35.22,23.22,2.04,0.7573,7179535.00,78.78,4.0,100.00,51.03,38.93,91.14,2025-09-10 19:52:45
138,1817235.22,11323442.91,5706336.21,19164758.46,1906464.73,11551957.52,8.35,52.03,26.22,8.76,88.06,49.06,39.54,11.40,1.56,0.1000,15707847.00,38.46,0.3,64.41,81.20,99.15,98.14,2025-09-10 19:52:45
139,-104780.36,8840238.71,2772649.63,11799880.99,509393.77,8517837.59,-0.65,54.84,17.20,3.16,73.20,60.38,38.50,1.12,1.02,0.2527,4014207.00,10.00,3.8,55.23,89.51,90.27,53.60,2025-09-10 19:52:45
140,1921295.04,3732600.35,352531.20,3205213.67,1151366.90,1701315.57,27.25,52.94,5.00,16.33,45.46,44.54,57.51,-2.05,1.34,0.7932,8508588.00,58.24,0.0,95.39,35.81,52.95,57.92,2025-09-10 19:52:45
141,555000.00,2570500.00,974000.00,3817500.00,600500.00,2243000.00,11.10,51.41,19.48,12.01,76.35,47.77,45.43,6.80,1.48,0.4977,9663840.00,58.64,2.6,70.20,64.45,91.28,83.40,2025-09-10 19:52:45
142,5305696.80,3022328.00,2148875.21,10206401.66,1187774.90,6869751.55,35.11,20.00,14.22,7.86,67.54,54.70,44.28,1.02,1.16,0.7167,14673805.00,27.90,3.4,88.08,75.41,97.46,93.35,2025-09-10 19:52:45
143,593322.25,4395203.63,969991.14,2634482.75,109976.32,1554515.29,10.79,79.93,17.64,2.00,47.91,52.83,51.08,-3.91,1.08,0.4923,5333297.00,34.19,1.6,77.20,77.75,73.01,66.99,2025-09-10 19:52:45
144,-1182330.09,6493912.39,1355940.30,3701013.68,951740.11,1393333.27,-13.28,72.94,15.23,10.69,41.57,52.12,49.67,-1.79,1.15,0.9672,9062716.00,95.00,3.9,97.54,57.06,54.64,72.39,2025-09-10 19:52:45
145,5411013.25,10682823.66,3108200.56,18891814.00,2899396.30,12884217.14,27.21,53.72,15.63,14.58,95.00,54.90,40.90,4.20,1.23,0.6337,18865910.00,95.00,3.2,48.97,44.82,65.92,77.00,2025-09-10 19:52:45
146,1426000.00,1000000.00,809000.00,4286500.00,443000.00,3034500.00,28.52,20.00,16.18,8.86,85.73,46.22,44.19,9.59,1.58,0.3581,6275930.00,76.14,6.9,80.63,34.67,93.70,100.00,2025-09-10 19:52:45
147,1217500.00,2904500.00,1654000.00,4160500.00,574000.00,1932500.00,24.35,58.09,33.08,11.48,83.21,60.59,38.89,0.52,1.00,0.9901,6226560.00,50.60,0.0,57.82,51.29,48.59,92.33,2025-09-10 19:52:45
148,6543972.98,2887259.20,3069156.53,12422432.71,1681828.48,7671447.70,45.33,20.00,21.26,11.65,86.05,47.34,42.42,10.24,1.57,0.4268,19952042.00,19.74,3.1,71.10,100.00,53.88,46.60,2025-09-10 19:52:45
149,12987605.98,7889618.42,2577692.79,24785507.60,1810646.56,20397168.25,49.78,30.24,9.88,6.94,95.00,49.54,51.41,-0.95,1.24,0.3190,17568991.00,95.00,0.0,40.20,100.00,52.69,69.84,2025-09-10 19:52:45
150,629899.36,3252660.56,543656.64,3832888.48,283290.96,3005940.88,11.54,59.59,9.96,5.19,70.22,60.94,41.46,-2.40,0.92,1.1094,4121030.00,70.65,1.5,80.26,100.00,97.12,81.57,2025-09-10 19:52:45
151,-85000.00,3905000.00,738500.00,4750000.00,933000.00,3078500.00,-1.70,78.10,14.77,18.66,95.00,44.38,44.85,10.77,1.66,0.6284,1000000.00,90.57,1.0,100.00,84.24,81.78,94.63,2025-09-10 19:52:45
152,3465812.79,6938819.79,1996394.50,13938790.40,1124096.00,10818299.90,19.27,38.58,11.10,6.25,77.50,48.21,55.03,-3.24,1.21,0.4052,13395392.00,81.24,1.7,93.43,44.23,90.64,100.00,2025-09-10 19:52:45
153,4759746.68,10594182.80,1589912.39,13041848.64,285442.08,11166494.17,33.35,74.23,11.14,2.00,91.38,46.67,45.98,7.35,1.52,0.5457,5100993.00,71.16,0.0,63.27,82.05,88.11,82.72,2025-09-10 19:52:45
154,1239500.00,1702000.00,1982500.00,4523500.00,357500.00,2183500.00,24.79,34.04,39.65,7.15,90.47,49.00,56.52,-5.52,1.14,0.2286,1000000.00,61.01,0.3,100.00,53.56,72.16,72.52,2025-09-10 19:52:45
155,3526247.94,5048762.62,1329848.02,4090806.06,1108505.39,1652452.65,39.35,56.34,14.84,12.37,45.65,48.85,45.17,5.98,1.43,1.4339,6236045.00,53.54,7.8,74.37,56.82,60.79,80.06,2025-09-10 19:52:45
156,2683771.26,7443221.50,2035927.36,9411463.68,1394529.66,5981006.66,24.98,69.28,18.95,12.98,87.60,50.21,45.76,4.03,1.35,0.2370,8937965.00,66.07,2.0,93.01,100.00,36.25,100.00,2025-09-10 19:52:45
157,548500.00,2401000.00,871500.00,3218500.00,100000.00,2247000.00,10.97,48.02,17.43,2.00,64.37,52.75,36.07,11.18,1.46,0.9043,3632105.00,10.00,0.0,89.45,100.00,100.00,100.00,2025-09-10 19:52:45
158,5823696.98,8164015.14,6880535.39,23403181.60,5922236.69,10600409.52,23.64,33.14,27.93,24.04,95.00,62.69,36.89,0.42,0.94,0.1000,12988111.00,62.85,5.1,72.16,48.93,85.84,74.76,2025-09-10 19:52:45
159,3432106.92,11488224.00,2991246.32,11277127.88,1711745.38,6574136.18,23.90,80.00,20.83,11.92,78.53,48.05,53.13,-1.18,1.27,1.0370,12418510.00,72.44,3.4,95.08,63.01,95.02,100.00,2025-09-10 19:52:45
160,4775041.87,5162862.53,1640779.71,12220079.81,3007474.63,7571825.47,25.61,27.69,8.80,16.13,65.54,47.89,52.33,-0.22,1.30,0.5536,24721688.00,95.00,0.0,72.68,51.36,99.50,100.00,2025-09-10 19:52:45
161,2676500.00,1501000.00,250000.00,3398000.00,981500.00,2166500.00,53.53,30.02,5.00,19.63,67.96,63.53,37.78,-1.31,0.88,0.9723,2278345.00,86.64,4.2,64.52,69.22,44.82,100.00,2025-09-10 19:52:45
162,833000.00,3363000.00,1403500.00,2042500.00,413000.00,226000.00,16.66,67.26,28.07,8.26,40.85,55.88,31.91,12.21,1.41,0.1000,4665825.00,69.46,0.8,97.68,66.19,100.00,70.36,2025-09-10 19:52:45
163,-515500.00,2008000.00,377000.00,4750000.00,485500.00,3887500.00,-10.31,40.16,7.54,9.71,95.00,37.75,46.83,15.42,1.94,0.8320,4748690.00,58.37,5.2,87.53,93.09,70.37,86.96,2025-09-10 19:52:45
164,2413103.89,1768365.04,1239219.67,3925152.92,455912.22,2230021.03,33.61,24.63,17.26,6.35,54.67,44.39,33.42,22.19,1.95,0.9621,6271260.00,90.09,1.7,83.77,92.74,81.01,77.48,2025-09-10 19:52:45
165,3041232.25,3414644.12,518627.60,9853924.40,1031031.67,8304265.13,29.32,32.92,5.00,9.94,95.00,54.73,45.63,-0.36,1.12,0.8644,5320179.00,64.21,0.0,23.26,49.36,91.74,80.07,2025-09-10 19:52:45
166,7415568.72,10707745.00,1391586.57,20932170.51,466975.36,19073608.58,31.76,45.86,5.96,2.00,89.65,61.13,38.12,0.75,0.99,0.1498,22520181.00,73.97,5.4,70.74,40.72,100.00,100.00,2025-09-10 19:52:45
167,1298796.53,12411765.12,2550671.22,16567163.27,375374.72,13641117.33,6.92,66.13,13.59,2.00,88.27,53.14,35.96,10.90,1.44,1.0964,16518887.00,95.00,3.8,100.00,24.23,46.48,100.00,2025-09-10 19:52:45
168,8897443.90,13146103.17,4120374.81,19984886.86,4379998.13,11484513.92,29.13,43.04,13.49,14.34,65.43,51.53,39.41,9.06,1.44,0.1000,30655135.00,62.42,0.0,68.01,100.00,96.57,48.46,2025-09-10 19:52:45
169,3406633.18,18666483.20,3117302.69,19476141.91,3278301.11,13080538.11,14.60,80.00,13.36,14.05,83.47,53.25,48.53,-1.78,1.12,0.8736,13068108.00,73.18,3.5,79.63,64.61,68.46,100.00,2025-09-10 19:52:45
170,2564913.60,4564068.48,2229258.24,10027440.00,979522.56,6818659.20,24.30,43.24,21.12,9.28,95.00,53.37,44.22,2.41,1.23,1.1119,12650730.00,95.00,6.0,78.80,48.40,83.79,75.89,2025-09-10 19:52:45
171,161500.00,1000000.00,721500.00,4384000.00,579500.00,3083000.00,3.23,20.00,14.43,11.59,87.68,55.69,45.90,-1.59,1.07,1.4540,1000000.00,82.90,2.2,90.48,98.58,48.32,91.37,2025-09-10 19:52:45
172,-2138046.30,16707461.29,3552446.16,19753354.94,3074400.94,13126507.84,-9.75,76.19,16.20,14.02,90.08,62.11,39.23,-1.34,0.91,0.2156,18295700.00,56.08,0.1,91.47,100.00,67.89,98.04,2025-09-10 19:52:45
173,2597471.88,14078438.40,879902.40,16718145.60,1946344.11,13891899.09,14.76,80.00,5.00,11.06,95.00,43.16,47.50,9.34,1.65,0.1000,19744491.00,10.00,1.2,92.48,80.13,71.89,93.75,2025-09-10 19:52:45
174,5472172.49,9662182.55,5958426.55,17843830.37,483834.88,11401568.94,22.62,39.94,24.63,2.00,73.76,51.91,36.23,11.86,1.50,0.4053,13210913.00,26.09,2.5,36.32,86.87,100.00,91.92,2025-09-10 19:52:45
175,4374017.48,4517016.62,1389851.27,9651187.41,465374.39,7795961.75,34.87,36.01,11.08,3.71,76.94,43.81,38.21,17.98,1.85,0.6913,15154153.00,81.06,4.1,61.11,53.67,62.90,94.12,2025-09-10 19:52:45
176,6363414.47,15323038.00,1000851.60,18133429.29,3292801.76,13839775.93,31.79,76.55,5.00,16.45,90.59,45.79,47.36,6.85,1.53,0.1935,25853999.00,53.73,2.1,75.61,77.84,76.68,88.23,2025-09-10 19:52:45
177,9868383.56,10528108.37,6992083.36,15011238.30,2291544.12,5727610.82,39.49,42.13,27.98,9.17,60.07,54.68,45.68,-0.36,1.12,0.4721,20409632.00,37.29,0.8,100.00,100.00,56.50,84.76,2025-09-10 19:52:45
178,10511921.35,4888641.87,2214230.78,19434879.32,2626948.54,14593700.00,50.94,23.69,10.73,12.73,94.18,51.58,33.56,14.86,1.58,0.4195,11925636.00,78.48,0.0,100.00,94.36,90.88,93.72,2025-09-10 19:52:45
179,416187.16,2587199.52,417021.20,3694807.83,341123.34,2936663.29,4.99,31.02,5.00,4.09,44.30,61.50,40.66,-2.16,0.91,0.6475,7483218.00,35.84,0.5,100.00,44.23,23.88,86.18,2025-09-10 19:52:45
180,-339145.38,3576442.21,2482394.71,6998727.44,1131418.89,3384913.84,-3.63,38.28,26.57,12.11,74.91,49.34,50.58,0.08,1.27,0.6168,4615326.00,74.82,3.6,87.04,95.67,53.23,68.61,2025-09-10 19:52:45
181,3581596.11,2326316.00,1976438.07,6535086.91,777920.07,3780728.77,38.49,25.00,21.24,8.36,70.23,54.62,47.83,-2.45,1.07,0.3914,7903433.00,91.93,3.2,77.10,43.80,78.97,100.00,2025-09-10 19:52:45
182,411369.20,4499851.91,1278796.72,4583500.80,1174522.08,2130182.00,3.59,39.27,11.16,10.25,40.00,58.68,35.53,5.79,1.18,0.5935,10499084.00,52.40,5.5,88.83,58.42,58.18,65.73,2025-09-10 19:52:45
183,6501300.84,5344980.91,2010365.35,17570305.30,3356206.60,12203733.35,27.10,22.28,8.38,13.99,73.24,54.26,45.79,-0.05,1.14,0.8889,19666370.00,77.11,4.4,96.17,72.30,76.12,78.74,2025-09-10 19:52:45
184,6890413.34,6840169.52,584230.40,9916726.81,1076152.40,8256344.01,58.97,58.54,5.00,9.21,84.87,40.03,59.94,0.03,1.50,0.7602,10331336.00,88.55,0.0,88.58,72.95,42.49,100.00,2025-09-10 19:52:45
185,2080839.15,3973090.30,690639.81,6052655.20,553658.67,4808356.72,32.66,62.36,10.84,8.69,95.00,36.85,44.45,18.70,2.05,0.3684,8867302.00,82.48,0.0,87.09,17.70,70.63,58.46,2025-09-10 19:52:45
186,2994431.93,1662649.60,1654336.35,5711201.38,383240.73,3673624.30,36.02,20.00,19.90,4.61,68.70,45.70,54.51,-0.21,1.35,0.4953,1000000.00,71.31,0.0,100.00,47.05,62.70,58.79,2025-09-10 19:52:45
187,2573219.93,20796782.39,3259831.86,25858183.16,2787392.46,19810958.84,8.17,66.03,10.35,8.85,82.10,55.84,33.58,10.58,1.37,0.9715,25100915.00,77.51,0.2,100.00,52.96,26.63,86.89,2025-09-10 19:52:45
188,1014000.00,2621000.00,732500.00,3496000.00,383000.00,2380500.00,20.28,52.42,14.65,7.66,69.92,55.24,46.64,-1.88,1.07,0.5630,8065865.00,41.83,1.1,30.88,73.98,52.22,80.33,2025-09-10 19:52:45
189,-146500.00,3243500.00,577500.00,4750000.00,250000.00,3922500.00,-2.93,64.87,11.55,5.00,95.00,64.13,35.69,0.18,0.90,1.2193,7792255.00,95.00,0.9,59.64,55.87,87.55,79.74,2025-09-10 19:52:45
190,6534076.44,14569832.85,5157804.44,15547371.85,2379535.71,8010031.70,20.32,45.31,16.04,7.40,48.35,40.61,41.68,17.71,1.93,1.1473,29410721.00,56.33,7.3,42.41,64.80,73.15,45.71,2025-09-10 19:52:45
191,1767000.00,3117000.00,250000.00,4050000.00,308000.00,3492000.00,35.34,62.34,5.00,6.16,81.00,50.91,50.75,-1.66,1.19,0.6062,5665095.00,44.85,2.0,78.23,100.00,70.82,86.72,2025-09-10 19:52:45
192,9522521.72,7167644.54,6038622.06,17052772.02,1757401.78,9256748.18,46.22,34.79,29.31,8.53,82.77,44.84,27.72,27.44,2.07,0.1000,8771860.00,90.26,4.9,89.95,92.31,69.66,95.94,2025-09-10 19:52:45
193,383000.00,2230000.00,889000.00,4310000.00,448500.00,2972500.00,7.66,44.60,17.78,8.97,86.20,43.39,51.18,5.43,1.55,0.1000,1000000.00,43.34,1.8,71.87,100.00,43.49,90.77,2025-09-10 19:52:45
194,1582248.11,2680063.43,1453298.38,4944002.58,692843.45,2797860.75,22.70,38.45,20.85,9.94,70.93,51.75,39.66,8.59,1.42,0.6758,2456977.00,61.24,0.0,55.04,76.07,80.72,94.97,2025-09-10 19:52:45
195,1051084.11,6866974.54,3450545.05,15433228.80,1205416.40,10777267.35,6.47,42.27,21.24,7.42,95.00,48.80,48.15,3.05,1.36,1.0357,14162923.00,66.93,0.0,89.63,91.04,92.74,94.69,2025-09-10 19:52:45
196,2198567.72,3436330.57,2822008.12,10827575.60,1587664.51,6417902.97,19.29,30.15,24.76,13.93,95.00,46.63,39.60,13.77,1.68,0.7911,9884391.00,95.00,2.1,57.61,97.24,68.76,36.82,2025-09-10 19:52:45
197,8043494.61,12243250.29,4642706.75,19183506.97,5015282.41,9525517.81,38.86,59.15,22.43,24.23,92.68,52.54,47.15,0.31,1.19,0.8834,16603901.00,80.94,8.9,35.55,87.61,100.00,97.22,2025-09-10 19:52:45
198,1458000.00,1061500.00,1433500.00,2000000.00,253000.00,313500.00,29.16,21.23,28.67,5.06,40.00,51.75,46.57,1.68,1.25,0.1000,4768255.00,29.98,5.7,93.61,100.00,66.44,72.55,2025-09-10 19:52:45
199,2178228.37,2457110.40,2549252.04,11671274.40,1124128.01,7997894.35,17.73,20.00,20.75,9.15,95.00,48.98,51.68,-0.66,1.26,0.1000,8879294.00,73.72,4.0,100.00,74.55,86.37,58.38,2025-09-10 19:52:45
200,5169724.73,11776363.76,5436919.54,18491859.93,395844.16,12659096.23,26.12,59.50,27.47,2.00,93.43,52.69,51.73,-4.42,1.07,0.4190,12246466.00,53.34,3.6,47.92,100.00,49.84,93.31,2025-09-10 19:52:45
201,1148500.00,2651000.00,494500.00,2907500.00,706000.00,1707000.00,22.97,53.02,9.89,14.12,58.15,55.63,35.87,8.50,1.32,0.1227,1000000.00,95.00,2.8,99.20,54.63,70.46,98.97,2025-09-10 19:52:45
202,549618.16,2145450.65,2186187.06,5639082.32,285801.44,3167093.82,8.50,33.18,33.81,4.42,87.21,49.09,50.83,0.08,1.27,0.7744,14859947.00,52.55,6.0,78.16,85.39,78.81,70.85,2025-09-10 19:52:45
203,1834335.80,2362280.80,1495722.80,5320229.20,559985.80,3264520.60,25.19,32.44,20.54,7.69,73.06,53.72,40.19,6.09,1.31,0.7707,6159505.00,86.99,4.1,94.07,57.40,71.13,83.93,2025-09-10 19:52:45
204,550193.41,10224712.40,6639911.83,21310597.09,4866306.97,9804378.29,1.61,29.92,19.43,14.24,62.36,58.34,41.48,0.18,1.05,0.5053,27484798.00,70.87,6.2,97.84,61.09,59.19,65.96,2025-09-10 19:52:45
205,5944494.09,11951614.54,3351762.79,23798016.80,3840248.40,16606005.61,23.73,47.71,13.38,15.33,95.00,54.12,35.09,10.79,1.42,0.1000,24084643.00,69.12,1.0,84.78,15.00,90.40,89.35,2025-09-10 19:52:45
206,1550978.18,13353543.81,4000388.83,11522632.99,775489.09,6746755.07,8.20,70.60,21.15,4.10,60.92,56.99,42.60,0.41,1.09,0.1000,10006726.00,92.49,0.0,94.37,27.87,58.79,94.29,2025-09-10 19:52:45
207,1933561.99,3729145.60,5069773.44,15919722.57,2360549.16,8489399.97,10.37,20.00,27.19,12.66,85.38,40.94,58.11,0.95,1.50,0.6178,10665161.00,93.36,0.0,100.00,42.26,45.63,81.94,2025-09-10 19:52:45
208,2321196.42,2699065.60,2960874.96,12820561.60,784078.56,9075608.08,17.20,20.00,21.94,5.81,95.00,50.61,43.82,5.57,1.37,0.6690,5265461.00,61.49,2.9,98.97,72.87,62.97,91.80,2025-09-10 19:52:45
209,881542.51,10405152.43,3786206.65,12540772.16,2854869.90,5899695.61,4.78,56.42,20.53,15.48,68.00,51.16,39.41,9.43,1.46,0.5633,11807754.00,67.00,2.2,35.73,84.31,54.05,100.00,2025-09-10 19:52:45
210,2428166.63,3002437.40,1875743.12,3475274.48,974543.74,624987.62,31.12,38.48,24.04,12.49,44.54,58.06,41.06,0.88,1.07,0.5773,5411729.00,39.28,0.0,82.97,60.68,100.00,77.41,2025-09-10 19:52:45
211,4465214.07,9171838.01,3727090.39,11667564.43,2846552.26,5093921.78,25.71,52.81,21.46,16.39,67.18,33.82,38.74,27.44,2.34,0.6778,9966572.00,77.28,2.9,67.92,64.89,73.63,84.13,2025-09-10 19:52:45
212,3525413.26,7196556.80,771830.72,8436163.71,1070487.82,6593845.17,39.19,80.00,8.58,11.90,93.78,46.72,44.33,8.95,1.56,0.2206,6830367.00,53.60,1.4,100.00,56.43,100.00,100.00,2025-09-10 19:52:45
213,6353386.14,9933737.54,3190059.24,13603196.75,2405910.60,8007226.91,35.65,55.74,17.90,13.50,76.33,49.94,50.89,-0.83,1.23,0.8929,7978990.00,95.00,0.0,61.09,100.00,73.40,79.29,2025-09-10 19:52:45
214,781378.37,4378883.07,1292042.98,7967598.35,263682.24,6411873.13,8.89,49.82,14.70,3.00,90.65,47.91,48.98,3.11,1.38,0.5375,8075581.00,69.75,0.0,61.12,100.00,47.00,100.00,2025-09-10 19:52:45
215,2634624.87,3146948.00,2875051.69,10444091.02,1597390.80,5971648.53,20.93,25.00,22.84,12.69,82.97,49.97,51.56,-1.53,1.21,0.7183,12137299.00,50.71,0.0,86.07,81.47,48.22,95.96,2025-09-10 19:52:45
216,1547270.90,11309183.74,3132011.32,13563967.40,1307025.13,9124930.95,7.02,51.31,14.21,5.93,61.54,56.08,43.51,0.41,1.11,1.2056,15230422.00,33.35,0.0,99.04,44.96,61.88,73.99,2025-09-10 19:52:45
217,6750588.67,7451431.04,4488672.68,14823167.63,2046272.19,8288222.76,28.80,31.79,19.15,8.73,63.24,60.19,39.71,0.10,1.00,1.3497,22843768.00,62.44,4.8,79.96,55.23,92.91,100.00,2025-09-10 19:52:45
218,2267742.73,5068738.29,3551236.90,13473143.20,2724411.38,7197494.92,15.99,35.74,25.04,19.21,95.00,42.37,44.24,13.39,1.78,0.6786,14097372.00,95.00,3.6,100.00,89.07,75.19,100.00,2025-09-10 19:52:45
219,799749.81,1295818.40,947395.93,4362830.95,757245.62,2658189.40,14.30,23.17,16.94,13.54,78.01,46.73,52.48,0.79,1.35,0.3288,4157902.00,54.14,0.0,58.07,100.00,85.50,69.52,2025-09-10 19:52:45
220,2463553.25,16998735.23,4404336.58,16924676.16,3604934.24,8915405.34,11.31,78.04,20.22,16.55,77.70,52.62,48.80,-1.42,1.15,0.4765,12381780.00,61.35,5.4,73.52,74.36,70.58,76.08,2025-09-10 19:52:45
221,1253110.66,3648420.00,2407957.20,5599108.56,535101.60,2656049.76,12.88,37.50,24.75,5.50,57.55,58.91,40.28,0.81,1.05,0.1945,2865085.00,59.26,0.0,59.07,72.22,58.08,89.29,2025-09-10 19:52:45
222,2988686.37,16934331.59,3689707.41,22198999.60,708031.25,17801260.94,12.79,72.47,15.79,3.03,95.00,42.89,40.57,16.54,1.84,0.9297,20803756.00,13.64,1.3,66.85,100.00,91.81,77.50,2025-09-10 19:52:45
223,5111546.67,2978756.80,1475973.99,14149094.80,1799169.11,10873951.70,34.32,20.00,9.91,12.08,95.00,48.38,53.00,-1.38,1.26,0.6390,11046403.00,87.57,0.0,70.55,100.00,41.12,47.20,2025-09-10 19:52:45
224,11440543.54,20711552.00,5669787.36,19740698.00,2156590.35,11914320.29,44.19,80.00,21.90,8.33,76.25,56.57,43.14,0.29,1.09,0.6644,10521005.00,79.83,0.0,85.07,62.51,53.57,95.97,2025-09-10 19:52:45
